"","borough","neighborhood","building.class.category","tax.class.at.present","block","lot","ease.ment","building.class.at.present","address","apartment.number","zip.code","residential.units","commercial.units","total.units","land.square.feet","gross.square.feet","year.built","tax.class.at.time.of.sale","building.class.at.time.of.sale","sale.price","sale.date","sale.price.n","gross.sqft","land.sqft","outliers"
"6507",2,"WILLIAMSBRIDGE","01 ONE FAMILY DWELLINGS                    ","1",4825,38,NA,"A1","641 EAST 223 STREET"," ",10466,"1","                  -  ","1","2,742","2,220",1925,1,"A1"," $283,036 ","8/18/2016",283036,2220,2742,0
"6508",2,"WILLIAMSBRIDGE","01 ONE FAMILY DWELLINGS                    ","1",4829,60,NA,"A5","690 E 228 ST"," ",10466,"1","                  -  ","1","1,383","1,332",1960,1,"A5"," $389,000 ","11/8/2016",389000,1332,1383,0
"6511",2,"WILLIAMSBRIDGE","01 ONE FAMILY DWELLINGS                    ","1",4833,36,NA,"A1","643 EAST 230TH STREET"," ",10466,"1","                  -  ","1","2,619","1,828",1920,1,"A1"," $300,000 ","9/29/2016",3e+05,1828,2619,0
"6513",2,"WILLIAMSBRIDGE","01 ONE FAMILY DWELLINGS                    ","1",4840,50,NA,"S0","4020 WHITE PLAINS ROAD"," ",10466,"1","2","3","2,006","1,500",1930,1,"S0"," $700,000 ","8/10/2016",7e+05,1500,2006,0
"6514",2,"WILLIAMSBRIDGE","01 ONE FAMILY DWELLINGS                    ","1",4843,81,NA,"A1","764 EAST 230TH STREET"," ",10466,"1","                  -  ","1","2,860","1,566",1925,1,"A1"," $430,500 ","10/27/2016",430500,1566,2860,0
"6515",2,"WILLIAMSBRIDGE","01 ONE FAMILY DWELLINGS                    ","1",4846,5,NA,"A5","763 EAST 232ND STREET"," ",10466,"1","                  -  ","1","1,611","1,638",1955,1,"A5"," $415,625 ","4/18/2016",415625,1638,1611,0
"6517",2,"WILLIAMSBRIDGE","01 ONE FAMILY DWELLINGS                    ","1",4848,20,NA,"A1","839 EAST 223 STREET"," ",10466,"1","                  -  ","1","2,856","1,826",1925,1,"A1"," $416,000 ","8/26/2016",416000,1826,2856,0
"6518",2,"WILLIAMSBRIDGE","01 ONE FAMILY DWELLINGS                    ","1",4850,47,NA,"A5","3990 BARNES AVENUE"," ",10466,"1","                  -  ","1","1,995","1,140",1950,1,"A5"," $380,000 ","7/21/2016",380000,1140,1995,0
"6519",2,"WILLIAMSBRIDGE","01 ONE FAMILY DWELLINGS                    ","1",4855,24,NA,"A1","851 E230 STREET"," ",10466,"1","                  -  ","1","2,790","1,496",1910,1,"A1"," $392,000 ","10/26/2016",392000,1496,2790,0
"6520",2,"WILLIAMSBRIDGE","01 ONE FAMILY DWELLINGS                    ","1",4860,22,NA,"A5","945 EAST 224 STREET"," ",10466,"1","                  -  ","1","1,970","1,690",1960,1,"A5"," $359,000 ","1/13/2017",359000,1690,1970,0
"6521",2,"WILLIAMSBRIDGE","01 ONE FAMILY DWELLINGS                    ","1",4860,30,NA,"A5","927 EAST 224 STREET"," ",10466,"1","                  -  ","1","1,800","1,690",1960,1,"A5"," $395,000 ","8/18/2016",395000,1690,1800,0
"6523",2,"WILLIAMSBRIDGE","01 ONE FAMILY DWELLINGS                    ","1",4860,65,NA,"A5","928 EAST 225TH STREET"," ",10466,"1","                  -  ","1","2,142","1,690",1960,1,"A5"," $315,000 ","3/25/2016",315000,1690,2142,0
"6524",2,"WILLIAMSBRIDGE","01 ONE FAMILY DWELLINGS                    ","1",4864,4,NA,"A5","4067 PAULDING"," ",10466,"1","                  -  ","1","1,800","1,485",1955,1,"A5"," $395,000 ","1/19/2017",395000,1485,1800,0
"6525",2,"WILLIAMSBRIDGE","01 ONE FAMILY DWELLINGS                    ","1",4864,21,NA,"A1","953 EAST 228TH STREET"," ",10466,"1","                  -  ","1","3,638","1,474",1901,1,"A1"," $150,000 ","12/30/2016",150000,1474,3638,0
"6526",2,"WILLIAMSBRIDGE","01 ONE FAMILY DWELLINGS                    ","1",4864,77,NA,"A5","950 EAST 229TH STREET"," ",10466,"1","                  -  ","1","2,781","1,485",1955,1,"A5"," $305,000 ","3/7/2016",305000,1485,2781,0
"6531",2,"WILLIAMSBRIDGE","01 ONE FAMILY DWELLINGS                    ","1",4876,58,NA,"A5","1024 E 230"," ",10466,"1","                  -  ","1","1,860","1,355",1950,1,"A5"," $380,000 ","12/27/2016",380000,1355,1860,0
"6532",2,"WILLIAMSBRIDGE","01 ONE FAMILY DWELLINGS                    ","1",4876,58,NA,"A5","1024 EAST 230 STREET"," ",10466,"1","                  -  ","1","1,860","1,355",1950,1,"A5"," $177,500 ","4/13/2016",177500,1355,1860,0
"6533",2,"WILLIAMSBRIDGE","01 ONE FAMILY DWELLINGS                    ","1",4876,127,NA,"A5","1019B EAST 229 STREET"," ",10466,"1","                  -  ","1","1,751","1,392",1950,1,"A5"," $292,200 ","12/10/2016",292200,1392,1751,0
"6534",2,"WILLIAMSBRIDGE","01 ONE FAMILY DWELLINGS                    ","1",4877,68,NA,"A2","1050 EAST 231ST STREET"," ",10466,"1","                  -  ","1","4,513","2,040",1945,1,"A2"," $460,000 ","11/14/2016",460000,2040,4513,0
"6535",2,"WILLIAMSBRIDGE","02 TWO FAMILY DWELLINGS                    ","1",3360,61,NA,"B1","3552 WEBSTER AVENUE"," ",10467,"2","                  -  ","2","1,335","1,566",1901,1,"B1"," $439,000 ","4/27/2016",439000,1566,1335,0
"6536",2,"WILLIAMSBRIDGE","02 TWO FAMILY DWELLINGS                    ","1",3360,361,NA,"B1","3554 WEBSTER AVENUE"," ",10467,"2","                  -  ","2","1,156","1,380",1901,1,"B1"," $316,800 ","7/11/2016",316800,1380,1156,0
"6537",2,"WILLIAMSBRIDGE","02 TWO FAMILY DWELLINGS                    ","1",4643,21,NA,"B3","3540 WILLETT AVENUE"," ",10467,"2","                  -  ","2","1,642","1,584",1935,1,"B3"," $425,000 ","1/27/2017",425000,1584,1642,0
"6539",2,"WILLIAMSBRIDGE","02 TWO FAMILY DWELLINGS                    ","1",4643,30,NA,"B1","3562 WILLETT AVE"," ",10467,"2","                  -  ","2","2,500","2,950",1975,1,"B1"," $430,000 ","10/3/2016",430000,2950,2500,0
"6540",2,"WILLIAMSBRIDGE","02 TWO FAMILY DWELLINGS                    ","1",4645,62,NA,"B2","3649 OLINVILLE AVENUE"," ",10467,"2","                  -  ","2","3,808","2,008",1910,1,"B2"," $250,000 ","3/31/2016",250000,2008,3808,0
"6541",2,"WILLIAMSBRIDGE","02 TWO FAMILY DWELLINGS                    ","1",4647,21,NA,"B3","3638 WILLETT AVENUE"," ",10467,"2","                  -  ","2","2,508","2,604",1925,1,"B3"," $145,000 ","5/20/2016",145000,2604,2508,0
"6542",2,"WILLIAMSBRIDGE","02 TWO FAMILY DWELLINGS                    ","1",4649,52,NA,"B3","3763 OLINVILLE"," ",10467,"2","                  -  ","2","2,375","3,396",1910,1,"B3"," $565,000 ","4/13/2016",565000,3396,2375,0
"6543",2,"WILLIAMSBRIDGE","02 TWO FAMILY DWELLINGS                    ","1",4649,168,NA,"B1","3729 OLINVILLE"," ",10467,"2","                  -  ","2","1,584","2,750",2005,1,"B1"," $367,094 ","3/15/2016",367094,2750,1584,0
"6544",2,"WILLIAMSBRIDGE","02 TWO FAMILY DWELLINGS                    ","1",4650,45,NA,"B2","650 EAST 219 STREET"," ",10467,"2","                  -  ","2","2,442","2,916",1920,1,"B2"," $235,000 ","3/10/2016",235000,2916,2442,0
"6546",2,"WILLIAMSBRIDGE","02 TWO FAMILY DWELLINGS                    ","1",4650,65,NA,"B2","3743 WILLETT AVENUE"," ",10467,"2","                  -  ","2","3,300","3,630",1915,1,"B2"," $495,000 ","2/26/2016",495000,3630,3300,0
"6547",2,"WILLIAMSBRIDGE","02 TWO FAMILY DWELLINGS                    ","1",4650,72,NA,"B2","3731 WILLETT AVENUE"," ",10467,"2","                  -  ","2","2,500","3,222",1920,1,"B2"," $550,000 ","1/31/2017",550000,3222,2500,0
"6548",2,"WILLIAMSBRIDGE","02 TWO FAMILY DWELLINGS                    ","1",4655,64,NA,"B1","673 EAST 220 STREET"," ",10467,"2","                  -  ","2","5,713","5,130",1930,1,"B1"," $679,000 ","10/21/2016",679000,5130,5713,0
"6550",2,"WILLIAMSBRIDGE","02 TWO FAMILY DWELLINGS                    ","1",4656,10,NA,"B3","638 EAST 222 STREET"," ",10467,"2","                  -  ","2","3,337","1,614",1910,1,"B3"," $145,000 ","8/22/2016",145000,1614,3337,0
"6551",2,"WILLIAMSBRIDGE","02 TWO FAMILY DWELLINGS                    ","1",4656,74,NA,"B3","641 EAST 221 STREET"," ",10467,"2","                  -  ","2","5,713","2,111",1901,1,"B3"," $155,000 ","1/5/2017",155000,2111,5713,0
"6552",2,"WILLIAMSBRIDGE","02 TWO FAMILY DWELLINGS                    ","1",4657,114,NA,"S2","3553 HOLLAND AVENUE"," ",10467,"2","1","3","2,375","3,084",1920,1,"S2"," $480,000 ","12/7/2016",480000,3084,2375,0
"6553",2,"WILLIAMSBRIDGE","02 TWO FAMILY DWELLINGS                    ","1",4657,173,NA,"B1","725 EAST 211 STREET"," ",10467,"2","                  -  ","2","950","2,090",2006,1,"B1"," $522,000 ","12/14/2016",522000,2090,950,0
"6554",2,"WILLIAMSBRIDGE","02 TWO FAMILY DWELLINGS                    ","1",4661,14,NA,"B1","716 EAST 214 STREET"," ",10467,"2","                  -  ","2","1,892","2,808",2004,1,"B1"," $595,000 ","4/12/2016",595000,2808,1892,0
"6555",2,"WILLIAMSBRIDGE","02 TWO FAMILY DWELLINGS                    ","1",4661,77,NA,"B9","767 EAST 213 STREET"," ",10467,"2","                  -  ","2","2,800","2,680",1970,1,"B9"," $620,000 ","6/10/2016",620000,2680,2800,0
"6556",2,"WILLIAMSBRIDGE","02 TWO FAMILY DWELLINGS                    ","1",4662,8,NA,"B3","710 EAST 215 STREET"," ",10467,"2","                  -  ","2","2,750","2,200",1928,1,"B3"," $449,490 ","11/7/2016",449490,2200,2750,0
"6557",2,"WILLIAMSBRIDGE","02 TWO FAMILY DWELLINGS                    ","1",4662,9,NA,"B3","712 EAST 215 STREET"," ",10467,"2","                  -  ","2","1,750","1,400",1928,1,"B3"," $235,000 ","9/7/2016",235000,1400,1750,0
"6559",2,"WILLIAMSBRIDGE","02 TWO FAMILY DWELLINGS                    ","1",4662,59,NA,"B2","3645 BARNES AVE"," ",10467,"2","                  -  ","2","1,883","1,672",1901,1,"B2"," $472,500 ","12/6/2016",472500,1672,1883,0
"6560",2,"WILLIAMSBRIDGE","02 TWO FAMILY DWELLINGS                    ","1",4663,92,NA,"B1","707 EAST 215TH STREET"," ",10467,"2","                  -  ","2","4,205","1,840",1915,1,"B1"," $425,000 ","6/17/2016",425000,1840,4205,0
"6561",2,"WILLIAMSBRIDGE","02 TWO FAMILY DWELLINGS                    ","1",4663,190,NA,"B1","715 EAST 215 STREET"," ",10467,"2","                  -  ","2","1,837","3,000",2006,1,"B1"," $530,000 ","1/31/2017",530000,3000,1837,0
"6562",2,"WILLIAMSBRIDGE","02 TWO FAMILY DWELLINGS                    ","1",4664,75,NA,"B3","742 EAST 217TH STREET"," ",10467,"2","                  -  ","2","2,854","2,376",1920,1,"B3"," $520,000 ","2/24/2016",520000,2376,2854,0
"6563",2,"WILLIAMSBRIDGE","02 TWO FAMILY DWELLINGS                    ","1",4665,37,NA,"B3","727 EAST 217TH STREET"," ",10467,"2","                  -  ","2","3,885","1,332",1920,1,"B3"," $450,000 ","5/10/2016",450000,1332,3885,0
"6565",2,"WILLIAMSBRIDGE","02 TWO FAMILY DWELLINGS                    ","1",4666,4,NA,"B3","3767 BARNES AVENUE"," ",10467,"2","                  -  ","2","2,563","2,286",1901,1,"B3"," $297,000 ","8/26/2016",297000,2286,2563,0
"6566",2,"WILLIAMSBRIDGE","02 TWO FAMILY DWELLINGS                    ","1",4666,12,NA,"B3","3751 BARNES AVENUE"," ",10467,"2","                  -  ","2","1,361","1,366",1901,1,"B3"," $290,000 ","3/9/2016",290000,1366,1361,0
"6567",2,"WILLIAMSBRIDGE","02 TWO FAMILY DWELLINGS                    ","1",4666,21,NA,"B9","753 EAST 218 STREET"," ",10467,"2","                  -  ","2","3,078","2,800",1975,1,"B9"," $500,000 ","7/5/2016",5e+05,2800,3078,0
"6568",2,"WILLIAMSBRIDGE","02 TWO FAMILY DWELLINGS                    ","1",4666,36,NA,"B3","715 EAST 218TH STREET"," ",10467,"2","                  -  ","2","2,856","1,387",1910,1,"B3"," $228,150 ","6/30/2016",228150,1387,2856,0
"6569",2,"WILLIAMSBRIDGE","02 TWO FAMILY DWELLINGS                    ","1",4666,36,NA,"B3","715 EAST 218"," ",10467,"2","                  -  ","2","2,856","1,387",1910,1,"B3"," $300,000 ","5/27/2016",3e+05,1387,2856,0
"6570",2,"WILLIAMSBRIDGE","02 TWO FAMILY DWELLINGS                    ","1",4667,62,NA,"B3","716 EAST 220TH STREET"," ",10467,"2","                  -  ","2","5,713","2,610",1910,1,"B3"," $149,000 ","11/22/2016",149000,2610,5713,0
"6571",2,"WILLIAMSBRIDGE","02 TWO FAMILY DWELLINGS                    ","1",4667,71,NA,"B3","732 EAST 220TH STREET"," ",10467,"2","                  -  ","2","5,713","2,560",1910,1,"B3"," $474,000 ","8/24/2016",474000,2560,5713,0
"6572",2,"WILLIAMSBRIDGE","02 TWO FAMILY DWELLINGS                    ","1",4667,92,NA,"B1","766 EAST 220 STREET"," ",10467,"2","                  -  ","2","2,856","3,300",1925,1,"B1"," $215,000 ","4/18/2016",215000,3300,2856,0
"6573",2,"WILLIAMSBRIDGE","02 TWO FAMILY DWELLINGS                    ","1",4668,23,NA,"B1","751 EAST 220 STREET"," ",10467,"2","                  -  ","2","5,713","7,215",2014,1,"B1"," $702,593 ","1/4/2017",702593,7215,5713,0
"6575",2,"WILLIAMSBRIDGE","02 TWO FAMILY DWELLINGS                    ","1",4668,26,NA,"B1","747 EAST 220 STREET"," ",10467,"2","                  -  ","2","2,856","3,498",2014,1,"B1"," $677,136 ","11/30/2016",677136,3498,2856,0
"6576",2,"WILLIAMSBRIDGE","02 TWO FAMILY DWELLINGS                    ","1",4668,84,NA,"B9","758 EAST 221 STREET"," ",10467,"2","                  -  ","2","2,285","2,920",1955,1,"B9"," $620,000 ","6/23/2016",620000,2920,2285,0
"6577",2,"WILLIAMSBRIDGE","02 TWO FAMILY DWELLINGS                    ","1",4669,10,NA,"B3","3851 BARNES AVENUE"," ",10467,"2","                  -  ","2","2,496","1,890",1960,1,"B3"," $400,200 ","12/15/2016",400200,1890,2496,0
